"","N1","N2","N3","T1","T2","T3","U1","U2","U3","U87"
"hsa-mir-3913-2_908",21.7268772118528,13.0019282066536,23.7570911821417,26.407893120625,25.5381655255698,20.8563741631702,9.72335340563319,8.94393597786863,9.36050586339529,85.5943494120248
"hsa-miR-3913-5p_909",7.24229240395092,4.33397606888454,7.91903039404723,9.64097685356152,15.1337277188562,16.2216243491324,4.8616767028166,5.58995998616789,6.24033724226352,51.713252769765
"hsa-miR-3913-3p_910",15.6916335418937,8.66795213776908,15.8380607880945,17.1860891737401,10.4044378067136,4.63474981403783,4.8616767028166,3.35397599170074,5.2002810352196,33.8810966422598
"hsa-mir-1252_911",4.82819493596728,10.8349401722113,5.27935359603149,0.419172906676588,0,0,19.4467068112664,7.82594398063505,18.7210117267906,14.2657249020041
"hsa-miR-1252-5p_912",4.82819493596728,10.8349401722113,5.27935359603149,0.419172906676588,0,0,18.636427360797,7.82594398063505,18.7210117267906,14.2657249020041
"hsa-miR-1252-3p_913",0,0,0,0,0,0,0.810279450469433,0,0,0
"hsa-mir-617_914",0,0,0,0,0,0,0,0,0,0
"hsa-miR-617_915",0,0,0,0,0,0,0,0,0,0
"hsa-mir-618_916",358.493473995571,289.292902598043,388.032489308314,0.419172906676588,0.945857982428512,0.772458302339638,9.72335340563319,16.7698799585037,14.5607868986149,32.0978810295093
"hsa-miR-618_917",353.665279059603,287.125914563601,384.072974111291,0.419172906676588,0.945857982428512,0.772458302339638,9.72335340563319,16.7698799585037,14.5607868986149,28.5314498040083
"hsa-mir-4699_918",1.20704873399182,0,1.31983839900787,0,0,0.772458302339638,1.62055890093887,0,2.08011241408784,1.78321561275052
"hsa-miR-4699-5p_919",0,0,0,0,0,0.772458302339638,0.810279450469433,0,0,0
"hsa-miR-4699-3p_920",1.20704873399182,0,1.31983839900787,0,0,0,0.810279450469433,0,2.08011241408784,1.78321561275052
"hsa-mir-5700_921",0,0,0,0.419172906676588,0,0,0,0,0,0
"hsa-miR-5700_922",0,0,0,0.419172906676588,0,0,0,0,0,0
"hsa-mir-7844_923",0,0,0,0,0,0,0,0,0,0
"hsa-miR-7844-5p_924",0,0,0,0,0,0,0,0,0,0
"hsa-mir-492_925",0,0,0,0,0,0,0,0,0,0
"hsa-miR-492_926",0,0,0,0,0,0,0,0,0,0
"hsa-mir-331_927",718.193996725133,551.498454765558,666.518391498975,314.379680007441,288.486684640696,326.749861889667,327.352897989651,306.329807242,292.255794179342,149.790111471043
"hsa-miR-331-5p_928",143.638799345027,130.019282066536,166.299638274992,83.415408428641,81.343786488852,89.605163071398,75.3559888936572,99.5012877537885,83.2044965635137,76.6782713482722
"hsa-miR-331-3p_929",566.105856242164,412.811220561252,489.66004603192,218.389084378502,186.334022538417,222.467991073816,247.135232393177,200.120567504811,191.370342096081,71.3286245100207
"hsa-mir-3685_930",0,0,0,0,0,0.772458302339638,0,1.11799199723358,0,0
"hsa-miR-3685_931",0,0,0,0,0,0.772458302339638,0,1.11799199723358,0,0
"hsa-mir-1251_932",0,0,0,0,0,0,0,0,0,0
"hsa-miR-1251-5p_933",0,0,0,0,0,0,0,0,0,0
"hsa-miR-1251-3p_934",0,0,0,0,0,0,0,0,0,0
"hsa-mir-135a-2_935",22.9339259458446,15.1689162410959,10.558707192063,0,0,0,38.0831341720633,50.309639875511,40.5621920747129,0
"hsa-miR-135a-5p_936",20.519828477861,14.0854222238748,7.91903039404723,0,0,0,38.0831341720633,50.309639875511,40.5621920747129,0
"hsa-mir-4495_937",0,0,0,0,0,0,0,0,0,0
"hsa-miR-4495_938",0,0,0,0,0,0,0,0,0,0
"hsa-mir-4303_939",0,0,0,0,0,0,0,0,0,0
"hsa-miR-4303_940",0,0,0,0,0,0,0,0,0,0
"hsa-mir-1827_941",0,0,0,0,0,0.772458302339638,0.810279450469433,0,0,0
"hsa-miR-1827_942",0,0,0,0,0,0.772458302339638,0.810279450469433,0,0,0
"hsa-mir-3652_943",7.24229240395092,3.2504820516634,0,1.67669162670635,3.78343192971405,1.54491660467928,1.62055890093887,2.23598399446716,1.04005620704392,0
"hsa-miR-3652_944",4.82819493596728,1.08349401722113,0,1.67669162670635,1.89171596485702,1.54491660467928,1.62055890093887,0,1.04005620704392,0
"hsa-mir-3922_945",9.65638987193456,9.75144615499021,9.2388687930551,3.77255616008929,1.89171596485702,4.63474981403783,2.4308383514083,7.82594398063505,4.16022482817568,23.1818029657567
"hsa-miR-3922-3p_946",9.65638987193456,8.66795213776908,7.91903039404723,3.3533832534127,1.89171596485702,3.86229151169819,2.4308383514083,7.82594398063505,3.12016862113176,23.1818029657567
"hsa-miR-3922-5p_947",0,1.08349401722113,1.31983839900787,0.419172906676588,0,0.772458302339638,0,0,1.04005620704392,0
"hsa-mir-4496_948",0,0,0,0,0,0,0,0,0,0
"hsa-miR-4496_949",0,0,0,0,0,0,0,0,0,0
"hsa-mir-619_950",0,0,0,0.838345813353176,0,0,0,0,0,0
"hsa-miR-619-3p_951",0,0,0,0.838345813353176,0,0,0,0,0,0
"hsa-miR-619-5p_952",0,0,0,0.419172906676588,0,0,0,0,0,0
"hsa-mir-4497_953",7.24229240395092,10.8349401722113,0,1.67669162670635,2.83757394728554,0,0.810279450469433,2.23598399446716,4.16022482817568,0
"hsa-miR-4497_954",7.24229240395092,10.8349401722113,0,1.67669162670635,2.83757394728554,0,0.810279450469433,2.23598399446716,4.16022482817568,0
"hsa-mir-6760_955",0,0,0,0,0,0,0,0,0,0
"hsa-miR-6760-5p_956",0,0,0,0,0,0,0,0,0,0
"hsa-miR-6760-3p_957",0,0,0,0,0,0,0,0,0,0
"hsa-mir-6761_958",0,1.08349401722113,3.95951519702361,0.838345813353176,0,0.772458302339638,0,0,0,0
"hsa-miR-6761-5p_959",0,1.08349401722113,3.95951519702361,0.838345813353176,0,0.772458302339638,0,0,0,0
"hsa-miR-6761-3p_960",0,0,0,0,0,0,0,0,0,0
"hsa-mir-3657_961",0,0,0,1.67669162670635,0.945857982428512,2.31737490701891,0,0,0,1.78321561275052
"hsa-miR-3657_962",0,0,0,1.25751872002976,0.945857982428512,1.54491660467928,0,0,0,1.78321561275052
"hsa-mir-6861_963",1.20704873399182,1.08349401722113,1.31983839900787,0.838345813353176,0,0.772458302339638,0,0,0,0
"hsa-miR-6861-5p_964",1.20704873399182,1.08349401722113,0,0.838345813353176,0,0.772458302339638,0,0,0,0
"hsa-miR-6861-3p_965",0,0,1.31983839900787,0,0,0,0,0,0,0
"hsa-mir-1302-1_966",0,0,0,0,0,0,0,0,0,0
"hsa-miR-1302_967",0,0,0,0,0,0,0,0,0,0
"hsa-mir-7106_968",0,0,1.31983839900787,0,0,0,0,0,0,0
"hsa-miR-7106-5p_969",0,0,0,0,0,0,0,0,0,0
"hsa-miR-7106-3p_970",0,0,1.31983839900787,0,0,0,0,0,0,0
"hsa-mir-6762_971",3.62114620197546,2.16698803444227,0,0,0,0,1.62055890093887,0,0,1.78321561275052
"hsa-miR-6762-5p_972",0,0,0,0,0,0,0,0,0,0
"hsa-miR-6762-3p_973",3.62114620197546,2.16698803444227,0,0,0,0,1.62055890093887,0,0,1.78321561275052
"hsa-mir-620_974",0,0,0,0,0,0,0,0,0,0
"hsa-miR-620_975",0,0,0,0,0,0,0,0,0,0
"hsa-mir-4472-2_976",0,0,0,0,0,0,0,0,0,0
"hsa-miR-4472_977",0,0,0,0,0,0,0,0,0,0
"hsa-mir-1178_978",0,0,0,0.419172906676588,0,0,0,0,0,0
"hsa-miR-1178-3p_979",0,0,0,0.419172906676588,0,0,0,0,0,0
"hsa-miR-1178-5p_980",0,0,0,0,0,0,0,0,0,0
"hsa-mir-4498_981",3.62114620197546,3.2504820516634,0,1.25751872002976,2.83757394728554,0.772458302339638,0.810279450469433,0,2.08011241408784,5.34964683825155
"hsa-miR-4498_982",3.62114620197546,0,0,1.25751872002976,2.83757394728554,0.772458302339638,0.810279450469433,0,2.08011241408784,5.34964683825155
"hsa-mir-4700_983",0,0,0,1.25751872002976,0,0,0,0,0,0
"hsa-miR-4700-5p_984",0,0,0,0.419172906676588,0,0,0,0,0,0
"hsa-miR-4700-3p_985",0,0,0,0.838345813353176,0,0,0,0,0,0
"hsa-mir-7107_986",0,0,0,0,0,0,0,0,0,0
"hsa-miR-7107-5p_987",0,0,0,0,0,0,0,0,0,0
"hsa-miR-7107-3p_988",0,0,0,0,0,0,0,0,0,0
"hsa-mir-4304_989",0,0,0,0,0,0,0,0,0,0
"hsa-miR-4304_990",0,0,0,0,0,0,0,0,0,0
"hsa-mir-8072_991",0,5.41747008610567,2.63967679801574,1.25751872002976,1.89171596485702,1.54491660467928,0.810279450469433,0,1.04005620704392,1.78321561275052
"hsa-miR-8072_992",0,5.41747008610567,2.63967679801574,0.838345813353176,0.945857982428512,0.772458302339638,0.810279450469433,0,1.04005620704392,1.78321561275052
"hsa-mir-3908_993",0,0,0,0,0,0,0.810279450469433,0,0,0
"hsa-miR-3908_994",0,0,0,0,0,0,0.810279450469433,0,0,0
"hsa-mir-6880_995",2.41409746798364,2.16698803444227,2.63967679801574,0.838345813353176,0.945857982428512,0.772458302339638,0.810279450469433,1.11799199723358,0,0
"hsa-miR-6880-5p_996",0,0,0,0,0.945857982428512,0,0,0,0,0
"hsa-miR-6880-3p_997",2.41409746798364,2.16698803444227,2.63967679801574,0.838345813353176,0,0.772458302339638,0.810279450469433,1.11799199723358,0,0
"hsa-mir-5188_998",1.20704873399182,1.08349401722113,1.31983839900787,4.19172906676588,1.89171596485702,1.54491660467928,0.810279450469433,0,0,0
"hsa-miR-5188_999",0,0,1.31983839900787,2.93421034673611,0.945857982428512,0,0.810279450469433,0,0,0
"hsa-mir-4419b_1000",0,0,0,0.838345813353176,0.945857982428512,0,0,0,0,0
"hsa-miR-4419b_1001",0,0,0,0.838345813353176,0.945857982428512,0,0,0,0,0
"hsa-mir-3612_1002",0,0,0,0,0,0,0,0,0,0
"hsa-miR-3612_1003",0,0,0,0,0,0,0,0,0,0
"hsa-mir-6763_1004",1.20704873399182,3.2504820516634,2.63967679801574,0.419172906676588,0,0.772458302339638,0,1.11799199723358,0,1.78321561275052
"hsa-miR-6763-5p_1005",1.20704873399182,3.2504820516634,1.31983839900787,0.419172906676588,0,0.772458302339638,0,1.11799199723358,0,1.78321561275052
"hsa-miR-6763-3p_1006",0,0,1.31983839900787,0,0,0,0,0,0,0
"hsa-mir-4499_1007",0,0,0,0,0,0,0,0,0,0
"hsa-miR-4499_1008",0,0,0,0,0,0,0,0,0,0
"hsa-mir-2276_1009",4.82819493596728,4.33397606888454,2.63967679801574,10.4793226669147,5.67514789457107,3.08983320935855,5.67195615328603,1.11799199723358,7.28039344930745,0
"hsa-miR-2276-3p_1010",4.82819493596728,4.33397606888454,2.63967679801574,8.80263104020834,4.72928991214256,3.08983320935855,5.67195615328603,1.11799199723358,7.28039344930745,0
"hsa-miR-2276-5p_1011",0,0,0,1.67669162670635,0.945857982428512,0,0,0,0,0
"hsa-mir-4305_1012",0,0,0,0,0,0,0,0,0,0
"hsa-miR-4305_1013",0,0,0,0,0,0,0,0,0,0
"hsa-mir-320d-1_1014",7.24229240395092,24.9203623960861,11.8785455910708,15.0902246403572,18.9171596485702,15.4491660467928,9.72335340563319,12.2979119695694,28.0815175901859,8.91607806375259
"hsa-miR-320d_1015",7.24229240395092,24.9203623960861,11.8785455910708,15.0902246403572,18.9171596485702,15.4491660467928,9.72335340563319,12.2979119695694,28.0815175901859,8.91607806375259
"hsa-mir-621_1016",0,0,2.63967679801574,0.419172906676588,0,0,0,0,0,0
"hsa-miR-621_1017",0,0,0,0,0,0,0,0,0,0
"hsa-mir-3168_1018",1.20704873399182,1.08349401722113,2.63967679801574,0,0,0.772458302339638,0,2.23598399446716,0,0
"hsa-miR-3168_1019",1.20704873399182,1.08349401722113,2.63967679801574,0,0,0.772458302339638,0,2.23598399446716,0,0
"hsa-mir-5006_1020",1.20704873399182,0,1.31983839900787,0.419172906676588,0.945857982428512,0,0.810279450469433,1.11799199723358,1.04005620704392,0
"hsa-miR-5006-5p_1021",0,0,0,0,0,0,0.810279450469433,0,0,0
"hsa-miR-5006-3p_1022",1.20704873399182,0,1.31983839900787,0.419172906676588,0.945857982428512,0,0,1.11799199723358,1.04005620704392,0
"hsa-mir-8079_1023",0,0,0,0,0,0,0,0,0,0
"hsa-miR-8079_1024",0,0,0,0,0,0,0,0,0,0
"hsa-mir-3613_1025",519.030955616483,655.513880418787,454.024409258708,1385.7856294728,1413.1118257482,1347.16727928033,2660.14743589115,2474.11628987791,2162.27685444431,1296.39775046963
"hsa-miR-3613-5p_1026",509.374565744548,652.263398367123,451.384732460692,1377.40217133927,1401.76152995905,1329.40073832652,2644.75212633223,2458.46440191664,2145.63595513161,1269.64951627837
