Stage,DN1.R1,DN1.R2,DN2.R1,DN2.R2,DN3.R1,DN3.R2,DN4.R1,DN4.R2,DP1.R1,DP1.R2,DP2.R1,DP2.R2,SP_CD4.R1,SP_CD4.R2,SP_CD8.R1,SP_CD8.R2,SP_nTreg.R1,SP_nTreg.R2,Th1.R1,Th1.R2,Th2.R1,Th2.R2,Th17.R1,Th17.R2
RAG1,1.4994202798,1.1739115468,84.4157769421,56.568052192,161.846568559,165.7359743927,3238.6666666667,3291.6666666667,53176,33294.6666666667,41.6666666667,39,25,28.6666666667,17.6666666667,21,10.6666666667,5.6666666667,1,1,1,1,1,1
