Sample_ID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48
RAG1,2.1,0.2,0.1,0.1,0.2,0.3,9,0.1,0.3,1.7,0.3,9.7,3.2,0.9,0.2,1.8,7,9.8,0.2,1.1,0.7,9.4,6.9,7.7,18,17,17.7,8.7,14,29.4,18.6,30.1,45,11.9,135.8,61,98,98.3,209.5,308.8,77.3,212.2,72.1,139.4,4.4,21,7.3,118.6
